895019499	0
1120477236	1
75203703	2
1204902741	3
1148470697	4
1214206698	5
1014054564	6
1032411858	7
1144477366	8
873681687	9
891180723	10
849150554	11
963139272	12
686735220	13
1246798610	14
1231485590	15
1171504341	16
713875338	17
926134818	18
953642962	19
1117205766	20
1220464429	21
962496587	22
221363691	23
1084315682	24
965198939	25
1140801129	26
1083342535	27
1204587175	28
243934724	29
1108321547	30
1184193987	31
1094313755	32
282818683	33
139269158	34
722345878	35
331886075	36
236749543	37
134930430	38
333009305	39
1106208578	40
1092281829	41
925242548	42
697543014	43
1055873738	44
910690578	45
1035186356	46
247734018	47
722519288	48
206587289	49
1147397517	50
1044323398	51
950564855	52
285673653	53
1083444895	54
1040031594	55
699670114	56
1216742494	57
851974053	58
941416054	59
966938889	60
1136425790	61
1216234436	62
1163850209	63
1188367207	64
928683739	65
1082429813	66
1214539632	67
876357722	68
1094675181	69
717306111	70
923548449	71
847638434	72
844951746	73
928429561	74
1047417949	75
1222446786	76
202785952	77
1146971491	78
692791671	79
1230347214	80
282621609	81
1228509871	82
348440045	83
940966096	84
326862221	85
950801901	86
518155200	87
324534505	88
1016529063	89
700103461	90
958085183	91
573227553	92
716242101	93
1053306587	94
348303339	95
1206063801	96
849651855	97
1118690081	98
87257640	99
267724984	100
462351656	101
127382552	102
847736043	103
1121594054	104
849138235	105
858566841	106
858117473	107
324362482	108
325209962	109
920370671	110
947713534	111
685595008	112
1138669605	113
701210465	114
293012567	115
143088974	116
279689783	117
1168883849	118
989808211	119
1113718853	120
1213314146	121
1153615008	122
965306346	123
980261142	124
1236306875	125
863952536	126
1241856325	127
1045448222	128
980160669	129
1095767071	130
887535666	131
1010543758	132
1213115869	133
1211106625	134
1171383447	135
719799955	136
1030574218	137
1219495052	138
992558175	139
1094058730	140
1017405887	141
1122683836	142
722211455	143
1222250814	144
1218137647	145
902460050	146
564966543	147
977626531	148
879071785	149
1063653007	150
1063098014	151
853845551	152
1234100806	153
1206140629	154
345408325	155
1209389593	156
328722563	157
1124989813	158
880621103	159
1016964632	160
1211473521	161
1136115020	162
1220499744	163
418421367	164
995769526	165
904558979	166
1146917375	167
208508834	168
331463129	169
1032038211	170
1021378571	171
707301037	172
1189522708	173
522867101	174
1205314519	175
1161326796	176
1171604239	177
919228758	178
1029757668	179
1056633147	180
712747017	181
1116813132	182
863563232	183
1093919261	184
1002994486	185
969184775	186
948494232	187
418298059	188
1240854647	189
706906002	190
808728267	191
290926008	192
862913474	193
973962366	194
1026844635	195
913229459	196
1003438910	197
864285762	198
954708319	199
1087391248	200
1219486064	201
1234683099	202
1201610954	203
1202951451	204
1234005938	205
876986107	206
1159243167	207
896671073	208
286459550	209
912788122	210
1145706711	211
896425605	212
270237727	213
1051355215	214
914516919	215
1021583572	216
1050773698	217
929282607	218
383261007	219
693952597	220
989970925	221
1240158285	222
1221742653	223
954284218	224
573141520	225
912797492	226
917837464	227
1222596536	228
292283975	229
334224261	230
962671979	231
836451197	232
888963343	233
1112942	234
870527475	235
470827140	236
1054830377	237
1221061402	238
1117763378	239
1096525519	240
512524737	241
1104509306	242
1040110585	243
1147405597	244
1088002810	245
702309344	246
1008292513	247
929312247	248
705369498	249
1203533638	250
1203451703	251
953535325	252
1064553410	253
889648313	254
725246690	255
862337132	256
870303436	257
991641499	258
1064250426	259
608053183	260
